"Citation: Perkins, S. R., Stouder, M. D. W.,  and Beaulieu, K. 2021, Phytoplankton Data from Owasco, Seneca, and Skaneateles Lakes, Finger Lakes Region, New York, 2019-2020 (ver. 2.1, June 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P9TP9T1D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITE,STATION_ID,SAMPLE_DATE,SAMPLE_TIME_EST,REPLICATE,DEPTH_FT,ANALYSIS_DATE,MOUNT_VOLUME_HPMA,REPORT_NOTE,TAXA_ID,DIVISION,CLASS,ORDER,FAMILY,GENUS,SPECIES,VARIETY,FORM,MORPH,COLONIALITY,COLONIALITY_STATE,STRUCTURE,PHYSIOLOGICAL_STATE,TAXONOMIC_AUTHORITY,MAGNIFICATION,AREA_PER_NATURAL_UNIT.UM2_PER_NU,VOLUME_PER_NATURAL_UNIT.UM3_PER_NU,BIOVOLUME_PER_NATURAL_UNIT.UM3_PER_NU,AVERAGE_CELLS_PER_NATURAL_UNIT.CELLS_PER_NU,CONCENTRATION.NU_PER_ML,FIELD_COUNT,FIELD_AREA.UM2,TOTAL_AREA.UM2_PER_ML,TOTAL_VOLUME.UM3_PER_ML,TOTAL_BIOVOLUME.UM3_PER_ML,ALGAL_CELL_CONCENTRATION.CELLS_PER_ML,ALGAL_BIOMASS_CONCENTRATION.MG_PER_L,AVERAGE_GALD.UM,UNCERTAIN,ALTERNATE_TAXA_NAME,MEASUREMENT_NOTES,TALLY_NOTES
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,9736,Chrysophyta,Chrysophyceae,Ochromonadales,Dinobryaceae,Dinobryon,sociale,americana,--,--,Colonial-Motile,Attached,Vegetative,Live, (Brunnthaler) Bachmann,1000,24609.9802,50378.0771,1254.6264,13,2.5513,100,0.0241,62787.7863,128530.2919,3200.9459,33.1671,0.00320095,224,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,1000,313.0971,335.1032,335.1032,1,2.5513,100,0.0241,798.809,854.9535,854.9535,2.5513,0.00085495,20,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,2041.0512,100,0.0241,4103.7375,547.2058,547.2058,2041.0512,0.00054721,0.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,4054,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,delicatissima,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,126.543,133.8483,2.0944,4,2.5513,100,0.0241,322.8509,341.489,5.3435,10.2053,5.34E-06,6.4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,255.1314,100,0.0241,690.6152,102.5883,102.5883,255.1314,0.00010259,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,4285,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechocystis,--,--,--,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,7.0309,1.753,1.753,1,5.1026,100,0.0241,35.8761,8.9449,8.9449,5.1026,8.94E-06,1.496,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,48.9331,32.1833,32.1833,1,5.1026,100,0.0241,249.6874,164.2194,164.2194,5.1026,0.00016422,4,FALSE,cf Erkenia subaequiciliata,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,6051,Pyrrhophyta,--,--,--,--,--,--,--,--,Cell-Nonmotile,Free,Cyst,Live,--,400,166.8556,167.5516,167.5516,1,1.4115,30,0.1452,235.5233,236.5057,236.5057,1.4115,0.00023651,10,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/15/2019,14:45,--,85,5/5/2020,30,Time 1445,6033,Pyrrhophyta,Dinophyceae,Gymnodinales,Gymnodiniaceae,Gymnodinium,sp-- 2,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,400,354.1763,527.7876,527.7876,1,1.4115,30,0.1452,499.9339,744.9931,744.9931,1.4115,0.00074499,14,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,108892,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,distinguenda,unipunctata,--,--,Cell-Nonmotile,Free,Vegetative,Live,  (Hust) HÜk,1000,232.0255,255.228,255.228,1,782.403,45,0.0241,181537.4358,199691.1403,199691.1403,782.403,0.19969114,8.48,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,1071,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,sp-- 1,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Kutzing) de Brebisson,1000,91.4832,59.1122,59.1122,1,34.0175,45,0.0241,3112.0315,2010.8504,2010.8504,34.0175,0.00201085,5.6,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,1152,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,--,--,--,Lateral-Filament,Attached,Vegetative,Live,Kitton,400,16229.4676,17222.2109,17222.2109,14.725,33.877,30,0.1452,549804.884,583436.0005,583436.0005,498.8381,0.583436,96.5,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,37.6218,32.487,32.487,1,1190.6132,45,0.0241,44793.0112,38679.4506,38679.4506,1190.6132,0.03867945,3.0462,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,1000057,Chlorophyta,--,--,--,--,--,--,--,Microflagellate,Cell-Motile,Free,Vegetative,Live,--,1000,30.9289,14.4765,14.4765,1,34.0175,45,0.0241,1052.1245,492.4546,492.4546,34.0175,0.00049245,4.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1000,107.4796,149.4619,149.4619,1,578.2978,45,0.0241,62155.2198,86433.4929,86433.4929,578.2978,0.08643349,5.24,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2192,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Crucigenia,rectangularis,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Braun) Gay,400,1216,2560,1206.3716,16,8.4692,30,0.1452,10298.5932,21681.2489,10217.048,135.5078,0.01021705,20,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,8011,Chlorophyta,Chlorophyceae,Chlorococcales,Actinodiscaceae,Deasonia,Gigantica,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Deason) Ettl et Komarek,400,452.3893,904.7787,904.7787,1,8.4692,30,0.1452,3831.3926,7662.786,7662.786,8.4692,0.00766279,20,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2280,Chlorophyta,Chlorophyceae,Chlorococcales,Coccomyxaceae,Gloeocystis,--,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Kuetzing) Lagerheim,400,3473.3539,18849.5559,528.4159,5,8.4692,30,0.1452,29416.6603,159641.372,4475.2799,42.3462,0.00447528,40,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2211,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Mucidosphaerium,pulchellum,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,"CBock, Proschold & Krienitz, 2011",400,187.8579,120.9723,120.9723,4,8.4692,30,0.1452,1591.0132,1024.5432,1024.5432,33.877,0.00102454,12,FALSE,Dictyosphaerium pulchellum,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2369,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,lacustris,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Chodat,1000,2453.6338,11428.4539,1608.4954,4,34.0175,45,0.0241,83466.5359,388767.6545,54717.0238,136.0701,0.05471702,28,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2363,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,parva,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,686.4061,2771.6119,313.1875,3.125,306.1577,45,0.0241,210148.4966,848550.259,95884.7573,956.7427,0.09588476,13.1,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2381,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,duplex,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West and West,100,9619.1326,16579.7209,16579.7209,29,0.5113,30,2.4053,4917.8764,8476.5457,8476.5457,14.8265,0.00847655,100,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,8308,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Corda) Bohlin,1000,56.277,18.5934,18.5934,2,306.1577,45,0.0241,17229.6356,5692.5121,5692.5121,612.3154,0.00569251,5.9429,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,2554,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,Tetraedron,minimum,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Braun) Hansgirg,400,105.64,50.46,50.46,1,8.4692,30,0.1452,894.6903,427.3577,427.3577,8.4692,0.00042736,6,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,4.6607,1.0304,1.0304,1,680.3504,45,0.0241,3170.9091,701.033,701.033,680.3504,0.00070103,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,9511,Chrysophyta,Chrysophyceae,Mischococcales,Pleurochlororidaceae,Polygoniochloris,circularis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live, Lemmermann,1000,194.4023,109.0552,109.0552,1,238.1226,45,0.0241,46291.5883,25968.5118,25968.5118,238.1226,0.02596851,6.6,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,359.6953,501.8171,501.8171,1,42.3462,30,0.1452,15231.7252,21250.0418,21250.0418,42.3462,0.02125004,17.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,3043,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Rhodomonas,minuta,nannoplanctica,--,--,Cell-Motile,Free,Vegetative,Live,Skuja,1000,45.2389,33.5103,33.5103,1,170.0876,45,0.0241,7694.5758,5699.6864,5699.6864,170.0876,0.00569969,6.4,FALSE,Rhodomonas lacustris,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,37249.184,45,0.0241,74893.2093,9986.5062,9986.5062,37249.184,0.00998651,0.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,4056,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,--,--,--,<1 um spherical,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,48.9331,32.1833,4.1888,8,34.0175,45,0.0241,1664.5827,1094.796,142.4926,272.1402,0.00014249,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,6123.1535,45,0.0241,16574.7643,2462.12,2462.12,6123.1535,0.00246212,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,12.4994,4.1553,4.1553,1,68.035,45,0.0241,850.3972,282.706,282.706,68.035,0.00028271,2,FALSE,cf Erkenia subaequiciliata,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,6034,Pyrrhophyta,Dinophyceae,Gymnodinales,Gymnodiniaceae,Gymnodinium,sp-- 3,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,1000,56.6682,33.7784,33.7784,1,34.0175,45,0.0241,1927.7116,1149.0574,1149.0574,34.0175,0.00114906,5.6,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,10:15,--,3,6/10/2020,5,Time 1015,6040,Pyrrhophyta,Dinophyceae,Peridinales,Peridinaceae,Peridinium,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,400,1240.4368,3588.9554,3588.9554,1,8.4692,30,0.1452,10505.5543,30395.7169,30395.7169,8.4692,0.03039572,24,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,1021,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,formosa,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Hass,1000,5497.0667,3441.152,3441.152,9.3333,38.2697,100,0.0241,210371.146,131691.8875,131691.8875,357.1827,0.13169189,129.0667,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,1522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclostephanos,tholiformis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Stoermer HÜk & Theriot,1000,289.5292,347.435,347.435,1,7.6539,100,0.0241,2216.0397,2659.2473,2659.2473,7.6539,0.00265925,9.6,TRUE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,108892,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,distinguenda,unipunctata,--,--,Cell-Nonmotile,Free,Vegetative,Live,  (Hust) HÜk,1000,201.0619,201.0619,201.0619,1,7.6539,100,0.0241,1538.9161,1538.9161,1538.9161,7.6539,0.00153892,8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,1109,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,tenuis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Agardh,100,6182.6543,6031.8579,6031.8579,6,0.2556,30,2.4053,1580.4715,1541.9234,1541.9234,1.5338,0.00154192,272,FALSE,"Diatoma tenuis, Diatoma tenuis var. elongatum",--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,1152,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,--,--,--,Lateral-Filament,Attached,Vegetative,Live,Kitton,400,43812.0228,44582.9697,44582.9697,37.9,93.1616,30,0.1452,4081598.851,4153421.511,4153421.511,3530.8253,4.15342151,165.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,19.832,9.4865,9.4865,1,91.8473,100,0.0241,1821.5157,871.3094,871.3094,91.8473,0.00087131,2.4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1000,31.1056,16.3101,16.3101,1,7.6539,100,0.0241,238.0805,124.8366,124.8366,7.6539,0.00012484,3.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,2340,Chlorophyta,Chlorophyceae,Zygnematales,Zygnemataceae,Mougeotia,--,--,--,--,Filament,Attached,Vegetative,Live,Kisselew,400,23876.1042,213628.3004,213628.3004,1,4.2346,30,0.1452,101106.2025,904634.442,904634.442,4.2346,0.90463444,170,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,8308,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Corda) Bohlin,1000,38.2297,11.885,11.885,1.3333,22.9618,100,0.0241,877.8237,272.9013,272.9013,30.615,0.0002729,6.9333,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,4.7491,1.0992,1.0992,1,306.1577,100,0.0241,1453.9734,336.5285,336.5285,306.1577,0.00033653,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,195.5286,201.0619,201.0619,1,8.4692,30,0.1452,1655.9782,1702.8411,1702.8411,8.4692,0.00170284,66,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,3043,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Rhodomonas,minuta,nannoplanctica,--,--,Cell-Motile,Free,Vegetative,Live,Skuja,1000,45.2389,33.5103,33.5103,1,7.6539,100,0.0241,346.2559,256.4859,256.4859,7.6539,0.00025649,6.4,FALSE,Rhodomonas lacustris,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,3291.195,100,0.0241,6617.2767,882.3694,882.3694,3291.195,0.00088237,0.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,4054,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,delicatissima,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,86.5023,85.7998,2.4752,4.7273,99.5012,100,0.0241,8607.0865,8537.1869,246.2855,470.3722,0.00024629,5.4545,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,4062,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,nidulans,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,P Richter,1000,411.0784,920.8703,1.8034,14,15.3079,100,0.0241,6292.7404,14096.5756,27.6062,214.3104,2.76E-05,14,FALSE,Aphanothece smithii,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,153.0788,100,0.0241,414.3691,61.553,61.553,153.0788,6.16E-05,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,48.9331,32.1833,32.1833,1,15.3079,100,0.0241,749.0622,492.6582,492.6582,15.3079,0.00049266,4,FALSE,cf Erkenia subaequiciliata,--,--
Owasco Lake Platform,425327076313601,7/23/2019,11:15,--,45,6/10/2020,10,Time 1115,6033,Pyrrhophyta,Dinophyceae,Gymnodinales,Gymnodiniaceae,Gymnodinium,sp-- 2,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,1000,240.2721,289.5292,289.5292,1,7.6539,100,0.0241,1839.0287,2216.0397,2216.0397,7.6539,0.00221604,12,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,1021,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,formosa,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Hass,100,4631.1968,2273.1776,2273.1776,7.5,0.6817,30,2.4053,3156.9933,1549.5793,1549.5793,5.1126,0.00154958,108,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,1109,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,tenuis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Agardh,100,2337.3449,2714.3361,2714.3361,3,0.1704,30,2.4053,398.3302,462.577,462.577,0.5113,0.00046258,120,FALSE,"Diatoma tenuis, Diatoma tenuis var. elongatum",--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,1152,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,--,--,--,Lateral-Filament,Attached,Vegetative,Live,Kitton,400,20483.1841,19917.6974,19917.6974,22.5,10.928,31,0.1452,223841.2358,217661.5695,217661.5695,245.8811,0.21766157,98,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,1298,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,parvus,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Stoermer & HÜk,1000,128.6796,102.9437,102.9437,1,5.1026,100,0.0241,656.6041,525.2834,525.2834,5.1026,0.00052528,64,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,111368,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,longiseta,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Zach) M B Edlund & Stoermer,400,1608.4954,3015.9289,3015.9289,1,2.732,31,0.1452,4394.4291,8239.5546,8239.5546,2.732,0.00823955,104,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,11.8627,3.981,3.981,1,30.6158,100,0.0241,363.1857,121.8814,121.8814,30.6158,0.00012188,1.92,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,8308,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Corda) Bohlin,400,93.1895,25.1327,25.1327,4,2.732,31,0.1452,254.5949,68.6628,68.6628,10.928,6.87E-05,8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,12.4068,4.3496,4.3496,1,51.0263,100,0.0241,633.0728,221.9439,221.9439,51.0263,0.00022194,2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,1653,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Nonmotile,Free,Cyst,--,--,1000,48.9331,32.1833,32.1833,1,5.1026,100,0.0241,249.6874,164.2194,164.2194,5.1026,0.00016422,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,352.8401,505.2728,505.2728,1,8.196,31,0.1452,2891.8904,4141.2344,4141.2344,8.196,0.00414123,16.5,FALSE,--,--,--
Owasco Lake Platform,425327076313601,7/23/2019,12:00,--,85,6/10/2020,15,Time 1200,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,969.4993,100,0.0241,1949.2753,259.9228,259.9228,969.4993,0.00025992,0.8,FALSE,--,--,--
